aX,aY,aZ,gX,gY,gZ
0.104,-0.492,3.150,-240.906,65.979,-7.385
0.007,-0.505,3.214,-419.067,147.156,0.671
-0.092,-0.249,2.694,-511.047,185.486,-18.982
0.005,-0.057,2.341,-605.530,244.324,-106.201
0.168,0.051,1.749,-621.338,266.541,-150.024
0.150,-0.017,1.352,-652.161,321.350,-202.942
0.235,-0.250,0.465,-658.752,343.689,-220.093
0.324,-0.364,0.136,-629.883,311.829,-230.896
0.240,-0.610,-0.153,-570.251,241.577,-203.064
0.060,-0.833,-0.397,-537.903,226.562,-183.472
0.078,-0.854,-0.563,-456.543,206.665,-145.569
0.062,-0.810,-0.789,-410.828,188.843,-132.324
-0.023,-0.877,-0.908,-321.960,165.466,-117.126
-0.028,-0.901,-0.973,-239.563,172.607,-98.572
-0.049,-0.941,-1.144,-200.256,176.086,-86.609
-0.066,-0.962,-1.254,-139.465,158.569,-66.895
-0.063,-0.935,-1.565,-114.563,131.592,-64.270
0.118,-0.793,-1.833,-43.518,55.847,-62.927
0.222,-0.709,-1.843,60.852,-12.756,-48.096
0.334,-0.605,-1.591,109.619,-35.645,-34.241
0.357,-0.563,-1.389,173.401,-58.167,-2.258
0.412,-0.423,-1.050,190.369,-69.824,13.062
0.426,-0.334,-0.945,208.984,-95.459,35.278
0.418,-0.204,-0.801,216.614,-109.863,46.326
0.413,-0.132,-0.742,215.576,-115.051,48.218
0.440,-0.079,-0.716,212.036,-127.014,46.326
0.554,0.026,-0.607,215.515,-139.832,44.678
0.597,0.078,-0.549,224.182,-154.602,45.166
0.623,0.146,-0.328,227.478,-143.127,57.373
0.599,0.144,-0.129,222.656,-136.719,64.697
0.600,0.183,-0.059,195.190,-129.333,74.097
0.648,0.313,0.043,179.199,-128.540,74.402
0.670,0.369,0.089,156.677,-131.226,73.303
0.661,0.463,0.200,150.696,-132.996,72.571
0.653,0.502,0.259,150.635,-129.089,69.275
0.633,0.569,0.326,155.701,-123.169,66.895
0.657,0.615,0.355,171.692,-111.755,61.462
0.691,0.628,0.385,198.608,-107.483,59.875
0.722,0.602,0.616,212.463,-103.210,63.965
0.708,0.563,0.766,211.853,-105.347,78.369
0.601,0.553,0.901,195.984,-109.070,79.529
0.567,0.589,0.920,149.170,-119.873,63.477
0.554,0.667,0.811,128.052,-113.586,51.575
0.640,0.716,0.789,108.948,-86.304,32.959
0.656,0.719,0.755,108.154,-83.740,28.687
0.642,0.691,0.720,116.089,-86.060,28.442
0.614,0.668,0.728,127.686,-81.665,32.104
0.564,0.616,0.737,130.859,-78.186,32.959
0.548,0.600,0.719,130.066,-70.801,28.992
0.533,0.601,0.650,128.723,-67.261,24.414
0.538,0.595,0.620,137.878,-63.416,13.672
0.577,0.506,0.646,150.024,-65.002,9.888
0.592,0.424,0.696,177.124,-74.280,15.198
0.590,0.242,0.840,185.120,-77.881,25.391
0.499,0.183,1.000,172.302,-82.275,50.720
0.432,0.206,1.062,124.573,-83.679,57.922
0.324,0.284,1.075,99.365,-77.515,51.270
0.309,0.312,1.043,64.636,-47.119,30.762
0.319,0.312,0.967,54.932,-28.320,22.034
0.329,0.303,0.936,41.504,-5.005,9.888
0.343,0.302,0.885,30.701,-3.601,1.343
0.341,0.322,0.878,27.039,-7.141,-3.113
0.348,0.313,0.891,23.621,-16.296,-13.245
0.371,0.265,0.927,22.705,-23.193,-17.029
0.369,0.246,0.940,21.545,-36.377,-18.311
0.348,0.231,0.967,22.156,-37.231,-16.357
0.334,0.228,0.971,22.278,-26.550,-9.583
0.331,0.243,0.948,20.996,-18.982,-7.019
0.336,0.255,0.928,21.484,-7.446,-3.601
0.356,0.265,0.908,23.010,-4.517,-3.052
0.459,0.282,0.957,30.457,-6.348,1.221
0.579,0.227,1.374,32.959,-14.587,8.606
0.347,0.183,1.401,3.723,-40.283,5.981
0.215,0.270,0.983,-3.052,-24.109,1.038
0.270,0.314,0.863,21.790,33.875,4.395
0.318,0.303,0.764,29.968,42.114,3.967
0.372,0.262,0.794,24.048,37.842,-3.052
0.388,0.237,0.829,17.090,19.714,-9.521
0.396,0.185,0.876,19.348,8.911,-9.888
0.409,0.154,0.900,39.124,-3.235,0.366
0.404,0.095,0.948,49.683,-2.930,9.399
0.383,0.090,0.958,48.828,1.953,22.766
0.341,0.122,0.970,37.537,3.540,24.231
0.328,0.138,0.968,13.123,4.456,18.188
0.326,0.162,0.944,4.822,5.066,12.939
0.343,0.169,0.935,-3.723,5.615,4.761
0.373,0.172,0.927,-5.310,4.028,2.869
0.373,0.172,0.915,-5.615,-0.305,2.441
0.369,0.187,0.888,-3.967,-0.427,3.418
0.369,0.198,0.895,-1.099,0.183,3.906
0.369,0.196,0.905,-1.282,-1.038,0.916
0.367,0.183,0.912,-2.014,-1.465,-0.610
0.375,0.178,0.912,-2.319,-1.526,-1.343
0.373,0.178,0.912,-1.099,-1.343,-0.122
0.365,0.181,0.911,-0.671,-0.916,0.183
0.364,0.182,0.907,-1.160,0.000,-0.305
0.368,0.180,0.905,-3.052,-1.099,-1.526
0.376,0.176,0.909,-3.174,-2.075,-1.648
0.383,0.172,0.911,-0.549,-1.404,-0.610
0.382,0.171,0.907,0.671,-0.549,0.244
0.380,0.171,0.902,0.977,0.793,1.587
0.375,0.176,0.896,-0.061,0.366,1.709
0.370,0.185,0.903,-1.953,-1.770,1.282
0.368,0.186,0.910,0.671,-1.892,1.343
0.362,0.182,0.922,2.014,-1.587,1.343
0.360,0.179,0.924,2.502,-0.549,1.343
0.358,0.182,0.916,1.953,0.061,1.282
0.358,0.186,0.907,0.549,0.732,0.793
0.360,0.187,0.903,-0.427,0.000,0.610
0.368,0.178,0.913,-0.732,-1.099,0.793
0.371,0.173,0.914,0.732,-0.793,0.977
0.369,0.173,0.916,0.671,-0.793,1.099
0.368,0.174,0.917,0.183,0.305,1.343
0.364,0.177,0.910,0.488,1.160,1.465
0.363,0.182,0.907,1.160,2.136,1.404
0.360,0.187,0.911,1.160,1.831,0.916
0.359,0.186,0.915,0.854,1.038,-0.427

0.416,-0.464,2.372,-66.772,61.157,46.570
0.422,-0.432,2.770,-206.116,50.903,95.520
0.086,-0.022,3.282,-299.988,46.509,96.680
-0.105,0.116,3.111,-463.867,114.807,26.367
0.012,0.082,2.969,-575.256,191.589,-64.392
0.109,0.167,2.573,-630.127,199.951,-94.788
0.061,0.242,2.158,-730.041,236.328,-159.241
0.033,0.023,0.922,-748.779,271.362,-199.524
0.102,-0.261,0.374,-701.965,304.932,-258.118
0.207,-0.776,-0.077,-655.762,289.307,-254.822
0.111,-1.124,-0.288,-551.758,257.629,-188.721
0.051,-1.215,-0.446,-483.765,225.342,-103.577
-0.050,-1.221,-0.777,-463.440,192.444,-78.064
-0.142,-1.210,-0.923,-403.809,139.282,-50.171
-0.370,-1.257,-1.206,-366.272,132.141,-42.053
-0.519,-1.335,-1.514,-285.706,123.535,-53.650
-0.524,-1.358,-1.707,-193.726,84.595,-95.520
-0.256,-1.271,-2.121,-139.465,53.284,-116.150
0.246,-0.906,-2.138,-9.155,-14.038,-122.314
0.427,-0.760,-1.874,65.125,-33.813,-99.976
0.589,-0.591,-1.113,182.922,-46.265,-21.240
0.611,-0.486,-0.791,217.102,-69.275,52.002
0.582,-0.161,-0.351,211.121,-80.688,75.134
0.552,-0.011,-0.230,180.176,-85.510,93.018
0.477,0.204,-0.217,153.137,-82.825,86.182
0.455,0.297,-0.310,100.647,-75.623,48.401
0.515,0.425,-0.525,89.844,-68.359,25.696
0.570,0.437,-0.576,102.356,-61.035,-5.066
0.644,0.341,-0.684,116.577,-64.880,-10.498
0.676,0.271,-0.695,138.428,-54.687,-8.484
0.731,0.176,-0.650,144.287,-50.415,-1.892
0.740,0.159,-0.625,150.635,-59.692,17.700
0.703,0.182,-0.568,153.320,-68.054,28.015
0.676,0.210,-0.551,164.551,-80.750,41.626
0.618,0.266,-0.515,174.988,-84.290,44.189
0.606,0.276,-0.458,201.050,-86.487,41.321
0.630,0.278,-0.416,224.182,-89.905,35.828
0.695,0.296,-0.298,233.643,-93.445,35.095
0.709,0.313,-0.225,249.512,-99.121,39.612
0.646,0.332,-0.082,253.540,-100.525,42.236
0.606,0.336,-0.046,252.563,-101.318,39.246
0.639,0.395,0.006,251.526,-101.746,34.241
0.646,0.449,0.153,259.705,-108.032,29.175
0.591,0.430,0.252,260.559,-113.464,33.264
0.533,0.403,0.412,254.578,-109.863,34.363
0.539,0.404,0.494,247.803,-85.571,29.419
0.569,0.366,0.708,240.540,-70.557,25.879
0.582,0.353,0.742,202.148,-65.186,19.043
0.694,0.395,0.767,179.260,-69.824,15.564
0.734,0.423,0.786,155.762,-113.647,18.494
0.729,0.458,0.795,166.138,-138.184,40.100
0.649,0.427,1.050,174.011,-139.709,54.504
0.572,0.414,1.132,165.344,-146.240,68.298
0.430,0.475,1.230,153.870,-144.714,65.613
0.370,0.491,1.266,126.770,-119.385,43.884
0.275,0.470,1.213,108.459,-97.778,30.701
0.274,0.483,1.126,75.073,-42.664,8.118
0.365,0.515,0.955,68.481,-17.578,-2.686
0.458,0.467,0.883,67.200,1.465,-17.883
0.485,0.433,0.863,63.782,-15.686,-25.757
0.510,0.371,0.851,64.697,-26.062,-27.405
0.511,0.334,0.847,71.655,-41.321,-24.048
0.507,0.263,0.856,74.707,-46.082,-20.020
0.587,0.283,0.873,82.275,-51.331,-7.324
1.123,0.187,1.512,91.003,-57.922,11.780
0.652,0.092,1.781,32.227,-124.939,22.461
0.140,0.282,1.088,6.165,-122.192,2.563
0.253,0.413,0.809,39.856,10.071,1.648
0.237,0.380,0.781,60.669,44.067,-0.854
0.255,0.322,0.744,50.720,38.452,-14.099
0.326,0.279,0.827,23.560,23.132,-31.799
0.446,0.164,0.978,13.672,8.545,-32.959
0.445,0.118,0.994,-0.854,-16.296,-18.616
0.422,0.134,0.971,4.944,-10.742,-0.916
0.417,0.189,0.906,12.878,-1.343,2.014
0.422,0.210,0.877,18.127,16.296,0.488
0.446,0.197,0.854,13.367,23.437,0.000
0.451,0.187,0.844,-2.991,25.757,-1.343
0.472,0.203,0.818,-10.071,20.508,-2.502
0.491,0.210,0.824,-12.695,4.089,-1.892
0.487,0.221,0.843,-8.667,-4.517,0.183
0.441,0.247,0.853,4.395,-13.062,4.089
0.422,0.256,0.857,10.498,-11.475,4.150
0.413,0.246,0.869,13.794,-2.991,0.366
0.412,0.235,0.871,5.981,0.244,-5.432
0.419,0.225,0.877,2.380,-0.488,-7.568
0.423,0.217,0.885,2.075,-4.578,-8.850
0.428,0.198,0.897,4.456,-6.470,-7.812
0.425,0.189,0.905,8.301,-6.653,-3.662
0.415,0.177,0.900,7.996,-5.066,-2.075
0.414,0.177,0.894,3.296,-0.244,-0.244
0.415,0.188,0.887,0.916,1.587,0.000
0.419,0.191,0.887,0.000,4.456,-0.122
0.429,0.193,0.881,0.671,4.517,-0.244
0.429,0.196,0.881,1.709,2.869,-0.061
0.428,0.194,0.885,2.136,2.625,-0.488
0.435,0.189,0.877,1.038,3.052,-0.854
0.437,0.190,0.871,-3.479,1.465,-1.343
0.441,0.193,0.865,-4.639,0.488,-1.099
0.443,0.196,0.867,-2.441,-0.793,0.427
0.433,0.205,0.870,-0.793,-1.404,1.099
0.428,0.207,0.874,1.099,-1.343,1.709
0.422,0.207,0.878,0.916,-1.221,1.587
0.420,0.215,0.882,-0.183,-0.793,0.671
0.423,0.214,0.882,0.061,-0.183,0.061
0.427,0.210,0.881,1.465,0.854,-0.732
0.430,0.200,0.879,1.770,0.854,-0.854
0.430,0.193,0.878,1.099,0.183,-0.793
0.426,0.193,0.878,0.488,-0.366,-0.427
0.422,0.195,0.880,0.549,0.000,-0.305
0.424,0.194,0.882,0.244,0.610,-0.366
0.429,0.191,0.882,-0.183,0.671,-0.183
0.432,0.194,0.875,-1.099,0.305,0.671
0.433,0.198,0.875,-1.770,-1.404,1.404
0.429,0.207,0.877,-1.953,-2.441,1.404
0.426,0.209,0.878,-0.427,-1.953,1.221
0.423,0.208,0.879,0.671,-0.916,1.038
0.422,0.208,0.879,1.282,1.038,0.183
0.428,0.201,0.875,0.305,1.587,-0.610

0.314,-0.324,2.442,-249.451,129.761,42.297
0.299,-0.174,2.355,-413.513,119.080,40.588
0.325,0.642,1.831,-462.158,88.867,14.709
0.365,1.066,1.575,-429.443,64.697,-52.551
0.329,1.011,1.572,-337.769,121.765,-96.558
0.352,0.809,1.562,-314.026,164.124,-103.149
0.369,0.715,1.504,-325.195,217.590,-112.671
0.406,0.452,1.019,-348.267,223.816,-125.732
0.427,0.339,0.741,-374.268,225.464,-150.085
0.504,0.092,0.391,-366.638,232.178,-150.208
0.504,-0.011,0.225,-345.764,225.464,-132.385
0.352,-0.192,-0.059,-336.853,207.092,-119.568
0.196,-0.388,-0.082,-322.449,165.161,-98.633
0.107,-0.512,-0.086,-310.974,153.015,-80.200
-0.063,-0.689,-0.270,-318.604,159.241,-75.623
-0.112,-0.733,-0.433,-346.374,180.481,-83.801
-0.102,-0.761,-0.813,-348.572,187.012,-96.802
-0.049,-0.743,-1.047,-299.927,190.063,-126.099
0.138,-0.697,-1.507,-249.634,186.096,-133.728
0.289,-0.688,-1.797,-120.850,147.583,-124.695
0.339,-0.714,-1.816,-13.184,82.275,-87.891
0.423,-0.747,-1.695,15.747,49.072,-64.331
0.460,-0.702,-1.600,33.997,-7.446,-13.672
0.493,-0.439,-1.416,36.438,-27.710,8.911
0.490,-0.269,-1.294,58.533,-51.331,42.603
0.525,0.032,-0.996,79.163,-55.115,53.223
0.561,0.149,-0.827,121.582,-63.171,64.392
0.574,0.257,-0.523,135.742,-67.444,66.162
0.561,0.258,-0.410,132.507,-65.857,62.134
0.488,0.257,-0.311,114.258,-61.707,56.091
0.458,0.269,-0.350,63.171,-59.814,34.119
0.437,0.292,-0.546,41.992,-52.795,17.639
0.467,0.300,-0.646,32.227,-37.354,-13.794
0.561,0.273,-0.795,45.715,-32.410,-22.461
0.598,0.228,-0.820,92.651,-33.203,-23.315
0.632,0.126,-0.776,114.441,-39.673,-18.738
0.632,0.084,-0.723,142.090,-59.570,-8.240
0.613,0.022,-0.626,151.062,-69.458,-3.662
0.611,0.003,-0.573,163.696,-84.351,4.517
0.606,0.008,-0.554,169.800,-97.351,10.925
0.573,0.024,-0.539,170.715,-104.675,13.794
0.576,0.047,-0.540,175.232,-118.591,20.081
0.660,0.156,-0.488,183.228,-125.183,24.353
0.685,0.214,-0.415,213.684,-143.616,35.706
0.652,0.250,-0.213,230.652,-153.076,41.016
0.622,0.251,-0.115,253.479,-161.804,45.959
0.603,0.270,0.060,256.470,-160.400,45.471
0.631,0.285,0.126,255.066,-149.536,42.786
0.688,0.321,0.277,253.784,-142.822,43.213
0.706,0.340,0.387,251.404,-136.902,44.617
0.712,0.348,0.507,239.319,-131.775,46.936
0.664,0.363,0.624,227.844,-126.587,47.791
0.654,0.380,0.657,203.796,-129.211,49.194
0.691,0.420,0.631,201.721,-135.071,48.096
0.738,0.412,0.665,227.112,-151.611,54.199
0.702,0.298,1.000,240.845,-166.138,64.026
0.495,0.240,1.356,216.370,-185.791,83.008
0.402,0.277,1.447,144.409,-171.509,72.815
0.303,0.385,1.395,116.333,-154.236,58.594
0.311,0.452,1.308,94.482,-101.746,35.217
0.377,0.504,1.176,98.755,-72.998,27.771
0.401,0.467,1.137,110.168,-33.081,15.503
0.448,0.396,1.051,107.300,-23.865,9.888
0.484,0.389,0.953,89.600,-21.545,2.563
0.484,0.401,0.910,78.308,-28.625,-2.563
0.473,0.388,0.860,83.130,-29.602,-6.104
0.462,0.354,0.853,107.971,-22.583,-11.780
0.439,0.272,0.840,118.347,-14.526,-12.390
0.444,0.239,0.824,121.704,-1.953,-12.817
0.477,0.157,0.804,116.699,-1.587,-11.719
0.615,0.130,0.829,94.177,-17.090,-4.211
1.041,0.105,1.103,101.501,-54.138,19.653
0.546,-0.072,1.803,83.801,-90.149,32.837
0.169,-0.036,1.491,20.569,-105.103,12.085
0.222,0.168,0.980,42.175,-30.396,2.197
0.220,0.226,0.812,87.524,58.228,7.751
0.229,0.177,0.758,79.468,54.810,3.479
0.321,0.083,0.883,26.672,34.546,-16.846
0.368,0.091,0.933,-17.639,0.732,-34.546
0.439,0.087,0.992,-21.301,-11.475,-37.354
0.442,0.046,1.008,-6.592,-16.602,-34.668
0.480,-0.043,0.959,0.549,-11.719,-31.311
0.512,-0.047,0.920,3.906,3.174,-17.395
0.524,-0.035,0.866,-0.244,10.864,-7.629
0.504,-0.010,0.848,-14.526,21.362,4.700
0.477,0.057,0.810,-19.043,23.315,6.836
0.463,0.100,0.814,-16.418,15.747,9.766
0.454,0.109,0.842,-6.836,-1.892,9.705
0.432,0.101,0.910,-4.517,-10.864,7.690
0.418,0.099,0.930,-5.859,-20.874,2.380
0.401,0.107,0.931,-6.042,-19.043,0.488
0.398,0.104,0.924,-3.662,-5.493,-0.854
0.403,0.103,0.896,-2.625,1.648,-0.977
0.418,0.101,0.896,-0.610,10.986,-0.732
0.425,0.100,0.897,0.427,10.376,-0.732
0.439,0.092,0.897,0.610,7.812,-1.038
0.442,0.084,0.896,-0.183,2.075,-1.892
0.448,0.076,0.889,-1.099,0.671,-1.770
0.453,0.074,0.888,-3.601,2.014,-0.244
0.456,0.069,0.887,-4.761,3.723,0.671
0.455,0.071,0.884,-6.470,6.531,2.747
0.448,0.090,0.874,-7.324,5.981,3.479
0.441,0.104,0.873,-6.531,1.465,3.479
0.432,0.123,0.876,-4.456,-0.610,2.930
0.436,0.122,0.887,-0.122,-2.747,1.404
0.439,0.105,0.907,0.366,-2.869,0.427
0.441,0.119,0.874,-1.526,-1.160,-1.221
0.444,0.123,0.865,-0.122,-0.366,-0.671
0.444,0.110,0.873,1.587,-0.977,-0.366
0.446,0.106,0.884,3.662,-1.770,0.549
0.437,0.105,0.900,4.211,-1.465,0.977
0.432,0.102,0.899,4.944,1.038,0.366
0.430,0.090,0.892,4.333,1.831,-0.427
0.431,0.084,0.889,1.831,1.709,-1.892
0.436,0.077,0.895,0.854,1.282,-2.075
0.438,0.076,0.897,-0.122,-0.427,-1.587
0.436,0.079,0.898,0.427,-0.732,-1.160
0.433,0.082,0.896,1.709,0.488,-0.732
0.438,0.087,0.887,0.122,1.526,-0.793

0.468,-0.391,2.500,-18.982,89.722,40.466
0.472,-0.506,2.918,-160.339,64.697,32.288
0.331,-0.585,3.378,-278.625,39.612,17.029
0.047,-0.294,3.140,-515.808,38.208,-29.968
-0.075,-0.066,2.854,-621.460,156.616,-87.952
-0.150,0.213,2.090,-621.094,236.755,-120.178
-0.091,0.160,1.722,-583.984,373.047,-189.514
0.043,-0.303,1.052,-567.444,416.443,-213.745
0.070,-0.860,0.373,-562.073,437.622,-222.717
-0.010,-1.057,0.138,-590.637,388.916,-181.396
-0.201,-1.275,-0.269,-604.492,353.027,-153.931
-0.239,-1.281,-0.515,-578.186,288.269,-106.689
-0.163,-1.104,-1.130,-530.518,262.817,-94.788
-0.062,-1.037,-1.330,-391.174,212.891,-85.144
-0.089,-1.144,-1.253,-263.123,179.382,-63.293
-0.208,-1.348,-1.201,-222.351,175.537,-50.964
-0.258,-1.351,-1.321,-179.260,149.536,-37.903
-0.311,-1.159,-1.698,-160.706,120.056,-40.771
-0.141,-0.832,-1.974,-83.313,42.175,-62.134
0.017,-0.698,-1.961,53.040,-29.785,-65.796
0.236,-0.571,-1.542,117.432,-52.734,-52.307
0.281,-0.535,-1.252,192.505,-74.707,-15.320
0.379,-0.388,-0.793,204.895,-81.970,0.305
0.436,-0.288,-0.651,201.904,-88.196,20.935
0.512,-0.130,-0.481,194.763,-87.219,27.222
0.529,-0.067,-0.500,171.631,-90.393,31.250
0.550,-0.031,-0.531,144.043,-115.112,23.315
0.640,0.085,-0.590,139.099,-137.146,18.555
0.655,0.122,-0.591,146.545,-144.531,17.334
0.646,0.122,-0.520,155.823,-132.385,20.874
0.627,0.104,-0.521,176.880,-108.215,28.748
0.567,0.029,-0.548,180.969,-101.257,31.311
0.545,0.007,-0.586,170.593,-110.718,29.846
0.654,0.093,-0.653,166.077,-122.681,27.710
0.723,0.156,-0.612,184.814,-148.743,31.677
0.726,0.170,-0.431,204.163,-159.546,38.879
0.686,0.157,-0.344,242.798,-170.532,53.955
0.601,0.119,-0.202,256.531,-170.471,58.105
0.656,0.100,-0.097,271.729,-166.077,59.265
0.733,0.129,-0.033,284.485,-173.767,62.988
0.848,0.213,0.228,298.645,-187.622,67.993
0.845,0.231,0.457,351.929,-223.206,84.717
0.676,0.111,0.996,376.526,-228.210,94.910
0.584,0.042,1.231,361.084,-207.458,106.628
0.423,0.021,1.511,313.965,-182.556,105.286
0.379,0.098,1.508,172.974,-127.502,87.708
0.422,0.363,1.205,108.521,-101.807,69.763
0.505,0.481,1.053,52.490,-69.946,31.006
0.580,0.543,0.901,60.608,-70.740,18.921
0.578,0.506,0.880,97.107,-68.726,16.418
0.597,0.415,0.887,109.131,-68.481,21.484
0.585,0.398,0.901,110.229,-84.900,30.884
0.468,0.386,0.996,98.938,-91.980,31.372
0.408,0.399,0.996,64.209,-82.581,17.944
0.393,0.446,0.864,55.420,-64.514,6.897
0.434,0.433,0.795,69.763,-20.569,-10.925
0.542,0.328,0.799,84.106,-9.399,-13.977
0.571,0.268,0.858,102.478,-22.278,-9.399
0.558,0.177,0.962,102.844,-37.170,-4.272
0.521,0.178,1.010,89.600,-61.218,6.531
0.414,0.203,1.059,80.688,-63.416,7.141
0.380,0.198,1.034,63.599,-52.368,-0.549
0.387,0.173,0.942,59.937,-41.016,-3.662
0.693,0.155,1.000,74.768,-14.404,1.465
1.037,0.060,1.342,97.961,-7.935,16.785
0.402,-0.054,1.663,91.858,-48.035,35.706
0.248,0.068,1.248,36.926,-46.631,15.320
0.344,0.268,0.891,41.565,3.967,20.813
0.318,0.238,0.787,51.208,46.387,18.066
0.333,0.208,0.734,24.780,36.316,-5.859
0.425,0.156,0.774,10.925,28.015,-13.855
0.472,0.141,0.818,-8.728,-0.427,-22.400
0.509,0.118,0.916,-11.719,-15.686,-23.865
0.490,0.108,0.943,-6.470,-32.043,-23.804
0.460,0.108,0.954,-1.160,-26.855,-22.400
0.445,0.115,0.942,7.446,-4.578,-25.635
0.420,0.115,0.886,9.399,7.263,-30.151
0.434,0.070,0.859,8.240,22.278,-33.264
0.455,0.041,0.861,7.812,24.048,-30.396
0.484,0.016,0.877,9.888,18.860,-20.081
0.510,-0.002,0.884,9.094,11.963,-15.686
0.495,0.024,0.866,5.188,-0.427,-11.780
0.478,0.041,0.858,5.737,-1.099,-11.230
0.479,0.035,0.848,6.165,1.831,-10.376
0.491,0.021,0.841,5.188,4.272,-3.845
0.495,0.038,0.860,4.395,3.174,1.160
0.479,0.057,0.884,3.357,-1.709,7.080
0.443,0.082,0.895,3.052,-3.906,6.409
0.443,0.080,0.892,0.977,-6.348,2.563
0.447,0.070,0.885,-1.709,-7.324,0.977
0.453,0.068,0.885,-6.042,-4.272,-0.366
0.465,0.062,0.900,-6.042,-1.099,-0.244
0.467,0.061,0.898,-4.333,4.272,0.549
0.470,0.062,0.890,-4.333,5.798,1.465
0.475,0.064,0.868,-5.432,4.639,1.709
0.477,0.066,0.862,-7.629,1.038,2.075
0.474,0.072,0.857,-7.385,0.122,2.319
0.474,0.074,0.859,-3.967,1.709,2.563
0.470,0.088,0.871,-1.587,3.418,2.930
0.468,0.096,0.887,5.066,9.460,2.625
0.462,0.087,0.900,8.057,12.573,1.892
0.462,0.078,0.897,8.850,17.212,1.221
0.469,0.071,0.873,8.057,18.555,1.587
0.468,0.077,0.856,3.723,18.860,2.686
0.486,0.083,0.855,4.150,19.287,2.563
0.499,0.069,0.853,8.301,18.921,1.587
0.511,0.050,0.839,6.531,16.602,1.465
0.523,0.050,0.846,-1.770,9.460,2.380
0.521,0.059,0.863,-5.188,5.554,2.502
0.503,0.084,0.844,-6.042,2.014,2.747
0.500,0.086,0.846,-2.075,3.418,2.747
0.492,0.086,0.839,-1.892,2.991,1.831
0.496,0.088,0.837,-1.648,3.235,0.854
0.511,0.074,0.848,-0.244,3.479,0.671
0.516,0.067,0.851,0.671,1.282,0.366
0.520,0.062,0.863,-0.366,-0.427,0.366
0.517,0.065,0.863,-2.502,-2.686,0.793
0.505,0.078,0.861,-2.991,-2.502,1.282
0.497,0.083,0.858,-2.319,-0.366,1.770

